2026-01-19T18:08:27-03:00 srv1 samba[880]: [2026/01/19 18:08:27.172392,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:27:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:27:22-03:00 srv1 samba[840]: [2026/01/28 17:27:22.286239,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:27:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:27:22-03:00 srv1 samba[840]: [2026/01/28 17:27:22.366232,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:27:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:27:22-03:00 srv1 samba[840]: [2026/01/28 17:27:22.429480,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:27:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:27:22-03:00 srv1 samba[840]: [2026/01/28 17:27:22.486335,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:27:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:27:22-03:00 srv1 samba[840]: [2026/01/28 17:27:22.546864,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:27:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:27:22-03:00 srv1 samba[840]: [2026/01/28 17:27:22.604499,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:27:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:27:22-03:00 srv1 samba[840]: [2026/01/28 17:27:22.659584,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:27:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:27:22-03:00 srv1 samba[840]: [2026/01/28 17:27:22.725364,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:27:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:27:22-03:00 srv1 samba[840]: [2026/01/28 17:27:22.784898,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:27:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:27:22-03:00 srv1 samba[840]: [2026/01/28 17:27:22.837777,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:27:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:27:22-03:00 srv1 samba[840]: [2026/01/28 17:27:22.900895,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:27:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:27:22-03:00 srv1 samba[840]: [2026/01/28 17:27:22.971520,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:27:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:27:23-03:00 srv1 samba[840]: [2026/01/28 17:27:23.124705,  0] source4/dsdb/dns/dns_update.c:85(dnsupdate_nameupdate_done)
2026-01-28T17:27:23-03:00 srv1 samba[840]:   dnsupdate_nameupdate_done: Failed DNS update with exit code 44
2026-01-28T17:37:22-03:00 srv1 samba[840]: [2026/01/28 17:37:22.258253,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:22-03:00 srv1 samba[840]: [2026/01/28 17:37:22.482104,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:22-03:00 srv1 samba[840]: [2026/01/28 17:37:22.662896,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[533cf283-fd83-429d-91f0-d87a18a19af8] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:22-03:00 srv1 samba[840]: [2026/01/28 17:37:22.827724,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:22-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:23-03:00 srv1 samba[840]: [2026/01/28 17:37:23.000061,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:23-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:23-03:00 srv1 samba[840]: [2026/01/28 17:37:23.158399,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:23-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:23-03:00 srv1 samba[840]: [2026/01/28 17:37:23.282456,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:23-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:23-03:00 srv1 samba[840]: [2026/01/28 17:37:23.461184,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:23-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:23-03:00 srv1 samba[840]: [2026/01/28 17:37:23.593323,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:23-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:23-03:00 srv1 samba[840]: [2026/01/28 17:37:23.738704,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:23-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.0d491fd4-d42c-4d74-9d49-6745cf273338.domains] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:23-03:00 srv1 samba[840]: [2026/01/28 17:37:23.871316,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:23-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kerberos._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:24-03:00 srv1 samba[840]: [2026/01/28 17:37:24.035786,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:24-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kerberos._udp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:24-03:00 srv1 samba[840]: [2026/01/28 17:37:24.195231,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:24-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_kerberos._tcp.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:24-03:00 srv1 samba[840]: [2026/01/28 17:37:24.330007,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:24-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kpasswd._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:24-03:00 srv1 samba[840]: [2026/01/28 17:37:24.500264,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:24-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kpasswd._udp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:24-03:00 srv1 samba[840]: [2026/01/28 17:37:24.677975,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:24-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:24-03:00 srv1 samba[840]: [2026/01/28 17:37:24.834378,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:24-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:25-03:00 srv1 samba[840]: [2026/01/28 17:37:25.020563,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:25-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kerberos._tcp.Default-First-Site-Name._sites] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:25-03:00 srv1 samba[840]: [2026/01/28 17:37:25.184188,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:25-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_kerberos._tcp.Default-First-Site-Name._sites.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:25-03:00 srv1 samba[840]: [2026/01/28 17:37:25.362732,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:25-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.pdc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:25-03:00 srv1 samba[840]: [2026/01/28 17:37:25.555950,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:25-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:25-03:00 srv1 samba[840]: [2026/01/28 17:37:25.729081,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:25-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:25-03:00 srv1 samba[840]: [2026/01/28 17:37:25.848644,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:25-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_gc._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:26-03:00 srv1 samba[840]: [2026/01/28 17:37:26.011903,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:26-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:26-03:00 srv1 samba[840]: [2026/01/28 17:37:26.138723,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:26-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_gc._tcp.Default-First-Site-Name._sites] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:26-03:00 srv1 samba[840]: [2026/01/28 17:37:26.301645,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:26-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:26-03:00 srv1 samba[840]: [2026/01/28 17:37:26.472860,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:26-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:26-03:00 srv1 samba[840]: [2026/01/28 17:37:26.617174,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:26-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:26-03:00 srv1 samba[840]: [2026/01/28 17:37:26.778262,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:26-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:26-03:00 srv1 samba[840]: [2026/01/28 17:37:26.943725,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:26-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:27-03:00 srv1 samba[840]: [2026/01/28 17:37:27.056021,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:27-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:27-03:00 srv1 samba[840]: [2026/01/28 17:37:27.210878,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:27-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:27-03:00 srv1 samba[840]: [2026/01/28 17:37:27.334316,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:27-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:27-03:00 srv1 samba[840]: [2026/01/28 17:37:27.526584,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:27-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:27-03:00 srv1 samba[840]: [2026/01/28 17:37:27.708171,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:27-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:27-03:00 srv1 samba[840]: [2026/01/28 17:37:27.860090,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:27-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:28-03:00 srv1 samba[840]: [2026/01/28 17:37:28.036065,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:28-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:28-03:00 srv1 samba[840]: [2026/01/28 17:37:28.198433,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:28-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:28-03:00 srv1 samba[840]: [2026/01/28 17:37:28.341476,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:28-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:28-03:00 srv1 samba[840]: [2026/01/28 17:37:28.491067,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:28-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-28T17:37:28-03:00 srv1 samba[840]: [2026/01/28 17:37:28.617487,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-28T17:37:28-03:00 srv1 samba[840]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
